日付,時刻,降水量(mm),気温(℃),露点温度(℃),蒸気圧(hPa),湿度(％),平均風速(m/s),風向,日照時間(h),降雪(cm),積雪(cm)
2024-04-17,23,0,17,///,///,///,2.9,北北西,,///,///
2024-04-17,24,0,16.4,///,///,///,2.7,北北西,,///,///
2024-04-18,1,0,15.9,///,///,///,2.4,北北西,,///,///
2024-04-18,2,0,15.4,///,///,///,2.7,北北西,,///,///
2024-04-18,3,0,15.1,///,///,///,2.3,北北西,,///,///
2024-04-18,4,0,14.8,///,///,///,1.6,北西,,///,///
2024-04-18,5,0,14.6,///,///,///,1.2,西北西,,///,///
2024-04-18,6,0,14.5,///,///,///,2,北西,0,///,///
2024-04-18,7,0,15,///,///,///,2.2,北西,0,///,///
2024-04-18,8,0,15.8,///,///,///,2.3,北北西,0,///,///
2024-04-18,9,0,17.4,///,///,///,1,北北西,0,///,///
2024-04-18,10,0,18.6,///,///,///,2.3,東南東,0,///,///
2024-04-18,11,0,19.3,///,///,///,1.4,南,0,///,///
2024-04-18,12,0,19.4,///,///,///,1.6,南東,0,///,///
2024-04-18,13,0,19.4,///,///,///,1.8,南東,0,///,///
2024-04-18,14,0,20.4,///,///,///,1.1,南,0,///,///
2024-04-18,15,0,19.8,///,///,///,1.6,南東,0,///,///
2024-04-18,16,0,19,///,///,///,2,東南東,0,///,///
2024-04-18,17,0,17.9,///,///,///,3.3,南東,0,///,///
2024-04-18,18,0,17,///,///,///,1.4,南南東,0,///,///
2024-04-18,19,0,14.5,///,///,///,1.3,南西,0,///,///
2024-04-18,20,0,13.9,///,///,///,0.8,西,,///,///
2024-04-18,21,0,13.8,///,///,///,0.7,西南西,,///,///
2024-04-18,22,0,14.4,///,///,///,0.6,西北西,,///,///
2024-04-18,23,0,15.4,///,///,///,5.2,北西,,///,///
2024-04-18,24,0,14.8,///,///,///,6.8,北北西,,///,///
2024-04-19,1,0,14.7,///,///,///,5,北北西,,///,///
2024-04-19,2,0,14.2,///,///,///,6.3,北北西,,///,///
2024-04-19,3,0,13.2,///,///,///,6.9,北北西,,///,///
2024-04-19,4,0.5,13.3,///,///,///,6.6,北北西,,///,///
2024-04-19,5,0,12.9,///,///,///,5.2,北北西,,///,///
2024-04-19,6,0,13.4,///,///,///,4.2,北,0.5,///,///
2024-04-19,7,0,14.5,///,///,///,5.3,北,1,///,///
2024-04-19,8,0,15.5,///,///,///,7.2,北北西,1,///,///
2024-04-19,9,0,17.2,///,///,///,10.1,北北西,1,///,///
2024-04-19,10,0,18.9,///,///,///,10.4,北北西,1,///,///
2024-04-19,11,0,20.4,///,///,///,9.3,北西,1,///,///
2024-04-19,12,0,21.6,///,///,///,10.3,北西,1,///,///
2024-04-19,13,0,22.9,///,///,///,8.6,北北西,1,///,///
2024-04-19,14,0,23.2,///,///,///,9.6,北西,1,///,///
2024-04-19,15,0,23.1,///,///,///,9.2,北西,1,///,///
2024-04-19,16,0,22.5,///,///,///,8.8,北西,1,///,///
2024-04-19,17,0,21.5,///,///,///,7.6,北西,1,///,///
2024-04-19,18,0,20.1,///,///,///,4.7,北西,0.5,///,///
2024-04-19,19,0,18.5,///,///,///,1.8,北,0,///,///
2024-04-19,20,0,16,///,///,///,1,西,,///,///
2024-04-19,21,0,13.2,///,///,///,0.9,西南西,,///,///
2024-04-19,22,0,12.7,///,///,///,1.4,西南西,,///,///
2024-04-19,23,0,11.7,///,///,///,1.1,西北西,,///,///
2024-04-19,24,0,9.9,///,///,///,0.2,静穏,,///,///
2024-04-20,1,0,10.1,///,///,///,1.9,西北西,,///,///
2024-04-20,2,0,8.6,///,///,///,0.5,西北西,,///,///
2024-04-20,3,0,8.5,///,///,///,0.9,西,,///,///
2024-04-20,4,0,7.8,///,///,///,0.1,静穏,,///,///
2024-04-20,5,0,7.2,///,///,///,0.3,南西,,///,///
2024-04-20,6,0,8.4,///,///,///,0.8,北北西,0,///,///
2024-04-20,7,0,12.2,///,///,///,1.4,北西,0.8,///,///
2024-04-20,8,0,15.5,///,///,///,0.9,東,1,///,///
2024-04-20,9,0,18.4,///,///,///,2.6,東南東,1,///,///
2024-04-20,10,0,20.9,///,///,///,2.6,東南東,1,///,///
2024-04-20,11,0,23,///,///,///,2.8,東南東,1,///,///
2024-04-20,12,0,24.7,///,///,///,2.1,東南東,1,///,///
2024-04-20,13,0,26,///,///,///,3.3,東南東,0.5,///,///
2024-04-20,14,0,26.6,///,///,///,3.3,東南東,1,///,///
2024-04-20,15,0,26.7,///,///,///,2.4,南東,1,///,///
2024-04-20,16,0,26.5,///,///,///,2.4,東南東,1,///,///
2024-04-20,17,0,23.8,///,///,///,2.2,東南東,0.5,///,///
2024-04-20,18,0,22.3,///,///,///,1.2,東,0,///,///
2024-04-20,19,0,20.3,///,///,///,1.2,西南西,0,///,///
2024-04-20,20,0,18.6,///,///,///,0.4,西南西,,///,///
2024-04-20,21,0,18.3,///,///,///,1,南南西,,///,///
2024-04-20,22,0,17.6,///,///,///,1.5,南南東,,///,///
2024-04-20,23,0,17.6,///,///,///,1.2,西,,///,///
2024-04-20,24,0,17.1,///,///,///,0.8,西,,///,///
2024-04-21,1,0,16.8,///,///,///,1,西,,///,///
2024-04-21,2,0,16.5,///,///,///,0.9,西,,///,///
2024-04-21,3,0,16,///,///,///,1,西,,///,///
2024-04-21,4,0,15.5,///,///,///,0.8,西南西,,///,///
2024-04-21,5,0,15.2,///,///,///,0.3,西南西,,///,///
2024-04-21,6,0,16.2,///,///,///,1.3,西北西,0,///,///
2024-04-21,7,0,17,///,///,///,0.4,西北西,0,///,///
2024-04-21,8,0,18.7,///,///,///,1.3,東,0.2,///,///
2024-04-21,9,0,19.6,///,///,///,2.2,南東,0.1,///,///
2024-04-21,10,0,21.3,///,///,///,2.5,南東,0.6,///,///
2024-04-21,11,0,21.6,///,///,///,2.3,東南東,0,///,///
2024-04-21,12,0,22.4,///,///,///,2.2,東南東,0,///,///
2024-04-21,13,0,22.2,///,///,///,2,東南東,0,///,///
2024-04-21,14,0,22.3,///,///,///,2,南東,0,///,///
2024-04-21,15,0,21.8,///,///,///,1.8,南東,0,///,///
2024-04-21,16,0,20.8,///,///,///,2.1,南東,0,///,///
2024-04-21,17,0,19.2,///,///,///,1.9,東南東,0,///,///
2024-04-21,18,0,18.1,///,///,///,0.6,東,0,///,///
2024-04-21,19,0,16.3,///,///,///,0.2,静穏,0,///,///
2024-04-21,20,0.5,15.7,///,///,///,0.7,南西,,///,///
2024-04-21,21,2,15.6,///,///,///,0,静穏,,///,///
2024-04-21,22,3,15,///,///,///,0.8,西北西,,///,///
2024-04-21,23,1,14.9,///,///,///,0.2,静穏,,///,///
2024-04-21,24,1.5,14.6,///,///,///,0.6,西南西,,///,///
2024-04-22,1,2,14.5,///,///,///,0.1,静穏,,///,///
2024-04-22,2,0,14.3,///,///,///,0.2,静穏,,///,///
2024-04-22,3,0.5,14.4,///,///,///,0.1,静穏,,///,///
2024-04-22,4,0,14.8,///,///,///,1.8,東南東,,///,///
2024-04-22,5,0.5,14.7,///,///,///,1.1,南南東,,///,///
2024-04-22,6,0,13.7,///,///,///,0.8,西南西,0,///,///
2024-04-22,7,0,14.4,///,///,///,1,西南西,0,///,///
2024-04-22,8,0,16,///,///,///,2.8,東南東,0,///,///
2024-04-22,9,0,16.7,///,///,///,1.5,南東,0,///,///
2024-04-22,10,0,17.8,///,///,///,2.1,東南東,0,///,///
2024-04-22,11,0,18.8,///,///,///,2.1,南東,0,///,///
2024-04-22,12,0,19.6,///,///,///,2.3,東南東,0,///,///
2024-04-22,13,0,20.7,///,///,///,1.8,南東,0,///,///
2024-04-22,14,0,21,///,///,///,2.3,東南東,0,///,///
2024-04-22,15,0,21.3,///,///,///,2.2,南東,0,///,///
2024-04-22,16,0,21,///,///,///,2.2,東南東,0,///,///
2024-04-22,17,0,19.9,///,///,///,3.2,南東,0,///,///
2024-04-22,18,0,18.6,///,///,///,1.6,南東,0,///,///
2024-04-22,19,0,17.6,///,///,///,1.6,東南東,0,///,///
2024-04-22,20,0,17,///,///,///,1.3,南東,,///,///
2024-04-22,21,0,16.7,///,///,///,1.4,南東,,///,///
2024-04-22,22,0,16.5,///,///,///,0.5,南西,,///,///
2024-04-22,23,0,15.8,///,///,///,0.7,南南東,,///,///
2024-04-22,24,0,15.5,///,///,///,0.4,南,,///,///
2024-04-23,1,0,15.4,///,///,///,0.2,静穏,,///,///
2024-04-23,2,0,15.3,///,///,///,0.6,南,,///,///
2024-04-23,3,0,15,///,///,///,0.2,静穏,,///,///
2024-04-23,4,0,15,///,///,///,0.5,南,,///,///
2024-04-23,5,0,14.9,///,///,///,0.3,西南西,,///,///
2024-04-23,6,0,14.9,///,///,///,0.6,南南東,0,///,///
2024-04-23,7,0,15.7,///,///,///,0.9,東南東,0,///,///
2024-04-23,8,0,16.3,///,///,///,0.9,南東,0,///,///
2024-04-23,9,0,17.1,///,///,///,1.4,東南東,0,///,///
2024-04-23,10,0,17.6,///,///,///,1.1,北北東,0,///,///
2024-04-23,11,0,18.5,///,///,///,1.9,東南東,0,///,///
2024-04-23,12,0,19,///,///,///,2.4,南東,0,///,///
2024-04-23,13,0,18.8,///,///,///,2.1,南東,0,///,///
2024-04-23,14,0,18.2,///,///,///,2.4,南東,0,///,///
2024-04-23,15,0,18,///,///,///,2.2,南東,0,///,///
2024-04-23,16,0,17.3,///,///,///,2.5,東南東,0,///,///
2024-04-23,17,0,16.6,///,///,///,2.1,東南東,0,///,///
2024-04-23,18,0,16.3,///,///,///,1.2,東南東,0,///,///
2024-04-23,19,0,16,///,///,///,1.1,東南東,0,///,///
2024-04-23,20,0,15.6,///,///,///,1.4,東南東,,///,///
2024-04-23,21,0,15.6,///,///,///,1.9,南東,,///,///
2024-04-23,22,0,15.1,///,///,///,1.1,南南東,,///,///
2024-04-23,23,0,15.2,///,///,///,3.2,東南東,,///,///
2024-04-23,24,0,14.8,///,///,///,2.7,東南東,,///,///
2024-04-24,1,0,14.7,///,///,///,1.2,東南東,,///,///
2024-04-24,2,0,14.2,///,///,///,1,南南東,,///,///
2024-04-24,3,0,13.8,///,///,///,1,南南東,,///,///
2024-04-24,4,1.5,13.6,///,///,///,0.9,南南西,,///,///
2024-04-24,5,0.5,13.6,///,///,///,1.8,南東,,///,///
2024-04-24,6,0,13.4,///,///,///,1.3,南,0,///,///
2024-04-24,7,0.5,13.2,///,///,///,0.9,南西,0,///,///
2024-04-24,8,0.5,13.6,///,///,///,1.2,南,0,///,///
2024-04-24,9,0.5,14.2,///,///,///,1.2,東南東,0,///,///
2024-04-24,10,1,14.1,///,///,///,1.8,東南東,0,///,///
2024-04-24,11,0,14.7,///,///,///,3.5,東南東,0,///,///
2024-04-24,12,0,15.4,///,///,///,2.9,南東,0,///,///
2024-04-24,13,0,15.2,///,///,///,2.3,南東,0,///,///
2024-04-24,14,0,15.1,///,///,///,2,東南東,0,///,///
2024-04-24,15,0.5,15,///,///,///,1.8,南東,0,///,///
2024-04-24,16,0,15.2,///,///,///,1.2,東南東,0,///,///
2024-04-24,17,0,15.1,///,///,///,1,東北東,0,///,///
2024-04-24,18,0,14.3,///,///,///,0.7,東南東,0,///,///
2024-04-24,19,0,14.1,///,///,///,0.7,南南東,0,///,///
2024-04-24,20,0.5,13.2,///,///,///,0.7,南南東,,///,///
2024-04-24,21,0,13.3,///,///,///,1.3,南東,,///,///
2024-04-24,22,0.5,13.1,///,///,///,0.6,西南西,,///,///
2024-04-24,23,0,13.3,///,///,///,0.8,西北西,,///,///
2024-04-24,24,0,13.4,///,///,///,1.6,西北西,,///,///
2024-04-25,1,0,13.3,///,///,///,1.2,西北西,,///,///
2024-04-25,2,0,13,///,///,///,0.8,南,,///,///
2024-04-25,3,0,13.3,///,///,///,0.9,南南西,,///,///
2024-04-25,4,0,13.2,///,///,///,0.4,南西,,///,///
2024-04-25,5,0,13.2,///,///,///,0.3,南南西,,///,///
2024-04-25,6,0,13.2,///,///,///,0.3,南南西,0.1,///,///
2024-04-25,7,0,14.2,///,///,///,0.4,北北東,0,///,///
2024-04-25,8,0,14.7,///,///,///,0.5,北西,0,///,///
2024-04-25,9,0,15.6,///,///,///,1,西,0,///,///
2024-04-25,10,0,17.6,///,///,///,1.3,北西,0.6,///,///
2024-04-25,11,0,20.6,///,///,///,1.8,東南東,1,///,///
2024-04-25,12,0,23.1,///,///,///,2.6,東南東,1,///,///
2024-04-25,13,0,25.2,///,///,///,2.6,東南東,1,///,///
2024-04-25,14,0,25.9,///,///,///,1.4,東南東,1,///,///
2024-04-25,15,0,27.3,///,///,///,2.6,南東,1,///,///
2024-04-25,16,0,27.1,///,///,///,2,南南東,1,///,///
2024-04-25,17,0,26.3,///,///,///,3.9,北西,1,///,///
2024-04-25,18,0,23.7,///,///,///,2.5,西北西,0.7,///,///
2024-04-25,19,0,22.5,///,///,///,3.9,西北西,0,///,///
2024-04-25,20,0,20.8,///,///,///,1.9,北西,,///,///
2024-04-25,21,0,19.9,///,///,///,3.5,北西,,///,///
2024-04-25,22,0,18.5,///,///,///,2.7,北北西,,///,///
2024-04-25,23,0,16.7,///,///,///,2,西北西,,///,///
2024-04-25,24,0,15.7,///,///,///,2.4,北北西,,///,///
2024-04-26,1,0,14.6,///,///,///,1.4,東南東,,///,///
2024-04-26,2,0,14.2,///,///,///,1.6,北西,,///,///
2024-04-26,3,0,12.8,///,///,///,1.3,西北西,,///,///
2024-04-26,4,0,11.9,///,///,///,1.4,北西,,///,///
2024-04-26,5,0,11,///,///,///,0.9,西北西,,///,///
2024-04-26,6,0,12.2,///,///,///,1.9,北北西,0.3,///,///
2024-04-26,7,0,14,///,///,///,1.7,北,0.9,///,///
2024-04-26,8,0,16.5,///,///,///,1.6,東南東,1,///,///
2024-04-26,9,0,19.1,///,///,///,1.3,東,1,///,///
2024-04-26,10,0,20.9,///,///,///,1.2,東北東,1,///,///
2024-04-26,11,0,22.5,///,///,///,2.5,南東,1,///,///
2024-04-26,12,0,23.8,///,///,///,2.2,東南東,0.3,///,///
2024-04-26,13,0,24.9,///,///,///,4.8,東南東,0.1,///,///
2024-04-26,14,0,24.5,///,///,///,3.7,東南東,0.3,///,///
2024-04-26,15,0,24,///,///,///,2.8,東南東,0,///,///
2024-04-26,16,0,23.5,///,///,///,3.4,東南東,0,///,///
2024-04-26,17,0,22.5,///,///,///,1.7,東南東,0,///,///
2024-04-26,18,0,20.8,///,///,///,1.3,南東,0,///,///
2024-04-26,19,0,19,///,///,///,1,西,0,///,///
2024-04-26,20,0,18.3,///,///,///,0.3,西,,///,///
2024-04-26,21,0,17.5,///,///,///,0.6,西北西,,///,///
2024-04-26,22,0,17.6,///,///,///,0.9,西北西,,///,///
2024-04-26,23,0,16.8,///,///,///,1.1,南,,///,///
2024-04-26,24,0,17.4,///,///,///,1.6,西北西,,///,///
2024-04-27,1,0,15.9,///,///,///,0.3,西北西,,///,///
2024-04-27,2,0,15.5,///,///,///,1,西,,///,///
2024-04-27,3,0,15.2,///,///,///,0.2,静穏,,///,///
2024-04-27,4,0,15.1,///,///,///,0.5,南南東,,///,///
2024-04-27,5,0,14.6,///,///,///,1,西,0,///,///
2024-04-27,6,0,14.4,///,///,///,0.8,西南西,0,///,///
2024-04-27,7,0,15.1,///,///,///,0.5,西,0,///,///
2024-04-27,8,0,15.9,///,///,///,0.7,北,0,///,///
2024-04-27,9,0,16.8,///,///,///,0.5,東南東,0,///,///
2024-04-27,10,0,17.6,///,///,///,1.5,東南東,0,///,///
2024-04-27,11,0,18.9,///,///,///,1,東,0,///,///
2024-04-27,12,0,20.7,///,///,///,1.5,東,0,///,///
2024-04-27,13,0,22.4,///,///,///,2,東南東,0,///,///
2024-04-27,14,0,22.3,///,///,///,2.1,南東,0,///,///
2024-04-27,15,0,22.5,///,///,///,0.8,南東,0,///,///
2024-04-27,16,0,21.5,///,///,///,0.6,南西,0,///,///
2024-04-27,17,0,20.6,///,///,///,2,南東,0,///,///
2024-04-27,18,0,19.5,///,///,///,1,南南東,0,///,///
2024-04-27,19,0,18.5,///,///,///,0.6,西,0,///,///
2024-04-27,20,0,17.8,///,///,///,0.5,西南西,,///,///
2024-04-27,21,0,17.8,///,///,///,0.2,静穏,,///,///
2024-04-27,22,0,16.1,///,///,///,0.4,西北西,,///,///
2024-04-27,23,0,14.8,///,///,///,0.3,西,,///,///
2024-04-27,24,0,14.2,///,///,///,0.4,北北西,,///,///
2024-04-28,1,0,13.1,///,///,///,0.4,西南西,,///,///
2024-04-28,2,0,12.5,///,///,///,0.4,北西,,///,///
2024-04-28,3,0,12.2,///,///,///,0.8,西,,///,///
2024-04-28,4,0,11.8,///,///,///,0.5,西南西,,///,///
2024-04-28,5,0,10.6,///,///,///,0.4,南東,0,///,///
2024-04-28,6,0,12.1,///,///,///,1.3,北西,0.7,///,///
2024-04-28,7,0,15.1,///,///,///,0.6,北北東,1,///,///
2024-04-28,8,0,18,///,///,///,0.4,北東,1,///,///
2024-04-28,9,0,19.7,///,///,///,2.1,東南東,1,///,///
2024-04-28,10,0,22.1,///,///,///,1.3,東北東,1,///,///
2024-04-28,11,0,24.7,///,///,///,1.6,東南東,1,///,///
2024-04-28,12,0,26.8,///,///,///,2.7,南東,1,///,///
2024-04-28,13,0,28.3,///,///,///,2.5,南東,1,///,///
2024-04-28,14,0,29.1,///,///,///,3.4,東南東,1,///,///
2024-04-28,15,0,28.6,///,///,///,2.9,東南東,1,///,///
2024-04-28,16,0,25.5,///,///,///,3.2,東南東,0.9,///,///
2024-04-28,17,0,24.3,///,///,///,3.2,東南東,0.8,///,///
2024-04-28,18,0,22.6,///,///,///,2.4,東南東,0.5,///,///
2024-04-28,19,0,20.5,///,///,///,1.3,西北西,0,///,///
2024-04-28,20,0,19,///,///,///,0.2,静穏,,///,///
2024-04-28,21,0,18.8,///,///,///,1,西北西,,///,///
2024-04-28,22,0,17.1,///,///,///,0.9,南南西,,///,///
2024-04-28,23,0,16.8,///,///,///,0.6,西南西,,///,///
2024-04-28,24,0,16.1,///,///,///,0.5,西北西,,///,///
2024-04-29,1,0,15.9,///,///,///,0.7,西,,///,///
2024-04-29,2,0,15.7,///,///,///,1.1,北西,,///,///
2024-04-29,3,0,15.4,///,///,///,1.4,北西,,///,///
2024-04-29,4,0,14.5,///,///,///,0.7,西,,///,///
2024-04-29,5,0,14.5,///,///,///,1,北西,0,///,///
2024-04-29,6,0,15.3,///,///,///,2.2,北西,0,///,///
2024-04-29,7,0,17.1,///,///,///,1.1,北北西,1,///,///
2024-04-29,8,0,19.3,///,///,///,1.5,東南東,1,///,///
2024-04-29,9,0,21.1,///,///,///,2,東南東,1,///,///
2024-04-29,10,0,22.9,///,///,///,1.7,東,1,///,///
2024-04-29,11,0,23.8,///,///,///,2.4,東,1,///,///
2024-04-29,12,0,25,///,///,///,3.4,東南東,1,///,///
2024-04-29,13,0,25,///,///,///,3.4,東南東,0.1,///,///
2024-04-29,14,0,24.3,///,///,///,3,東南東,0,///,///
2024-04-29,15,0,23.4,///,///,///,3.5,東南東,0,///,///
2024-04-29,16,0,22.7,///,///,///,3.5,東南東,0,///,///
2024-04-29,17,0,21.8,///,///,///,4,東南東,0,///,///
2024-04-29,18,0,21.1,///,///,///,1.2,南東,0,///,///
2024-04-29,19,0,19.8,///,///,///,1.1,東,0,///,///
2024-04-29,20,0,18.5,///,///,///,0.3,西南西,,///,///
2024-04-29,21,0,18.5,///,///,///,1.1,南東,,///,///
2024-04-29,22,0,18.1,///,///,///,0.6,南南西,,///,///
2024-04-29,23,0,17.9,///,///,///,0.4,南南西,,///,///
2024-04-29,24,0,17.2,///,///,///,0.5,北北西,,///,///
2024-04-30,1,0,16.7,///,///,///,0.5,南南西,,///,///
2024-04-30,2,0,16.5,///,///,///,1.5,南東,,///,///
2024-04-30,3,0,16.5,///,///,///,0.3,南,,///,///
2024-04-30,4,0,16.5,///,///,///,0.2,静穏,,///,///
2024-04-30,5,0,16.1,///,///,///,0.8,西,0,///,///
2024-04-30,6,0,16.5,///,///,///,0.5,南南西,0,///,///
2024-04-30,7,0,16.6,///,///,///,1.3,東南東,0,///,///
2024-04-30,8,0,17.1,///,///,///,2.3,東南東,0,///,///
2024-04-30,9,0,18.6,///,///,///,0.6,東,0,///,///
2024-04-30,10,0,20,///,///,///,1.7,東南東,0,///,///
2024-04-30,11,0,20.3,///,///,///,1.1,東北東,0,///,///
2024-04-30,12,0,20.6,///,///,///,3.5,北北西,0,///,///
2024-04-30,13,0,22.5,///,///,///,1.5,東南東,0.5,///,///
2024-04-30,14,0,24.2,///,///,///,2.7,南東,0.4,///,///
2024-04-30,15,0,23.8,///,///,///,3.1,東南東,0.8,///,///
2024-04-30,16,0,23.5,///,///,///,2.6,南東,0,///,///
2024-04-30,17,0,23.9,///,///,///,2.1,南東,0,///,///
2024-04-30,18,0,21.8,///,///,///,1.4,東南東,0.1,///,///
2024-04-30,19,0,20.3,///,///,///,0.5,南,0,///,///
2024-04-30,20,0,19,///,///,///,0.2,静穏,,///,///
2024-04-30,21,0,19.3,///,///,///,0.5,西,,///,///
2024-04-30,22,0,18.6,///,///,///,0.7,西北西,,///,///
2024-04-30,23,0,18.3,///,///,///,0.2,静穏,,///,///
2024-04-30,24,0,17.8,///,///,///,1.1,西,,///,///
